2023-08-08 18:53:55,662 - BARKLY-OOS (CAERLEON) - INFO - ********** AST-GCN model training started at BARKLY-OOS (CAERLEON)
2023-08-08 18:53:55,662 - BARKLY-OOS (CAERLEON) - INFO - Starting data preprocessing for station BARKLY-OOS (CAERLEON)
2023-08-08 18:53:55,888 - BARKLY-OOS (CAERLEON) - DEBUG - Starting to train the model
2023-08-08 18:54:18,306 - BARKLY-OOS (CAERLEON) - INFO - Model Summary:
Model: "model_3"
_________________________________________________________________
 Layer (type)                Output Shape              Param #   
=================================================================
 input_4 (InputLayer)        [(None, 10, 1, 40)]       0         
                                                                 
 gcn_cell_3 (GcnCell)        (None, 10, 63)            21485     
                                                                 
 reshape_3 (Reshape)         (None, 63, 10)            0         
                                                                 
 lstm_3 (LSTM)               (None, 64)                19200     
                                                                 
 dense_7 (Dense)             (None, 40)                2600      
                                                                 
=================================================================
Total params: 43,285
Trainable params: 43,285
Non-trainable params: 0
_________________________________________________________________

2023-08-08 18:54:18,307 - BARKLY-OOS (CAERLEON) - INFO - Epoch 1 loss: 0.2902088761329651
2023-08-08 18:54:18,307 - BARKLY-OOS (CAERLEON) - INFO - Epoch 1 val_loss: 0.26299625635147095
2023-08-08 18:54:18,431 - BARKLY-OOS (CAERLEON) - INFO - Saving the results of predictions to Results/ASTGCN/3 Hour Forecast/BARKLY-OOS (CAERLEON)/Predictions/result.csv
2023-08-08 18:54:21,357 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 17:00:00 Index 17 - Actual: 0.9206349206349205, Predicted: 0.35709908604621887
2023-08-08 18:54:21,511 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 18:00:00 Index 18 - Actual: 0.9047619047619049, Predicted: 0.4801277220249176
2023-08-08 18:54:21,659 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 19:00:00 Index 19 - Actual: 0.8676470588235294, Predicted: 0.3333391547203064
2023-08-08 18:54:21,824 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 20:00:00 Index 20 - Actual: 0.0, Predicted: 0.37633129954338074
2023-08-08 18:54:21,978 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 21:00:00 Index 21 - Actual: 0.0, Predicted: 0.41585734486579895
2023-08-08 18:54:22,132 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 22:00:00 Index 22 - Actual: 0.0, Predicted: 0.37781962752342224
2023-08-08 18:54:22,271 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 23:00:00 Index 23 - Actual: 0.0, Predicted: 0.3430868089199066
2023-08-08 18:54:22,420 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 00:00:00 Index 24 - Actual: 0.0, Predicted: 0.4432619512081146
2023-08-08 18:54:22,573 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 01:00:00 Index 25 - Actual: 0.0, Predicted: 0.4682537615299225
2023-08-08 18:54:22,723 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 02:00:00 Index 26 - Actual: 0.0, Predicted: 0.3538733422756195
2023-08-08 18:54:22,865 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 03:00:00 Index 27 - Actual: 0.2499999999999929, Predicted: 0.4282456934452057
2023-08-08 18:54:23,009 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 04:00:00 Index 28 - Actual: 0.0, Predicted: 0.4436592161655426
2023-08-08 18:54:23,150 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 05:00:00 Index 29 - Actual: 0.0, Predicted: 0.43078091740608215
2023-08-08 18:54:23,295 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 06:00:00 Index 30 - Actual: 0.4285714285714288, Predicted: 0.4273320734500885
2023-08-08 18:54:23,449 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 07:00:00 Index 31 - Actual: 0.5119617224880368, Predicted: 0.4050338566303253
2023-08-08 18:54:23,599 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 08:00:00 Index 32 - Actual: 0.4449760765550259, Predicted: 0.3105621337890625
2023-08-08 18:54:23,746 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 09:00:00 Index 33 - Actual: 0.46411483253588415, Predicted: 0.41643568873405457
2023-08-08 18:54:23,894 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 10:00:00 Index 34 - Actual: 0.41626794258373145, Predicted: 0.3848415017127991
2023-08-08 18:54:24,055 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 11:00:00 Index 35 - Actual: 0.3732057416267942, Predicted: 0.40830081701278687
2023-08-08 18:54:24,254 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 12:00:00 Index 36 - Actual: 0.4258373205741641, Predicted: 0.4222239553928375
2023-08-08 18:54:24,423 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 13:00:00 Index 37 - Actual: 0.38755980861243877, Predicted: 0.3995283246040344
2023-08-08 18:54:24,595 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 14:00:00 Index 38 - Actual: 0.3923444976076542, Predicted: 0.3974294662475586
2023-08-08 18:54:24,820 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 15:00:00 Index 39 - Actual: 0.39712918660287144, Predicted: 0.47853267192840576
2023-08-08 18:54:25,110 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 16:00:00 Index 40 - Actual: 0.5256410256410362, Predicted: 0.4019116759300232
2023-08-08 18:54:25,321 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 17:00:00 Index 41 - Actual: 0.6025641025641164, Predicted: 0.3481384515762329
2023-08-08 18:54:25,498 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 18:00:00 Index 42 - Actual: 0.6282051282050958, Predicted: 0.4351401627063751
2023-08-08 18:54:25,646 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 19:00:00 Index 43 - Actual: 0.6124999999999972, Predicted: 0.41265830397605896
2023-08-08 18:54:25,807 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 20:00:00 Index 44 - Actual: 0.5301204819277103, Predicted: 0.5118144154548645
2023-08-08 18:54:25,964 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 21:00:00 Index 45 - Actual: 0.5301204819277245, Predicted: 0.4501155912876129
2023-08-08 18:54:26,138 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 22:00:00 Index 46 - Actual: 0.5180722891566205, Predicted: 0.3938116133213043
2023-08-08 18:54:26,301 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 23:00:00 Index 47 - Actual: 0.5180722891566205, Predicted: 0.4041635990142822
2023-08-08 18:54:26,461 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 00:00:00 Index 48 - Actual: 0.5301204819277103, Predicted: 0.3999142348766327
2023-08-08 18:54:26,610 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 01:00:00 Index 49 - Actual: 0.5783132530120554, Predicted: 0.36762651801109314
2023-08-08 18:54:26,768 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 02:00:00 Index 50 - Actual: 0.5555555555555558, Predicted: 0.42590072751045227
2023-08-08 18:54:26,929 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 03:00:00 Index 51 - Actual: 0.6666666666666667, Predicted: 0.33518198132514954
2023-08-08 18:54:27,097 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 04:00:00 Index 52 - Actual: 0.6190476190476191, Predicted: 0.44728243350982666
2023-08-08 18:54:27,304 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 05:00:00 Index 53 - Actual: 0.7460317460317456, Predicted: 0.3675770163536072
2023-08-08 18:54:27,470 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 06:00:00 Index 54 - Actual: 0.8095238095238098, Predicted: 0.45295965671539307
2023-08-08 18:54:27,610 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 07:00:00 Index 55 - Actual: 0.6825396825396826, Predicted: 0.480124294757843
2023-08-08 18:54:27,759 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 08:00:00 Index 56 - Actual: 0.9206349206349205, Predicted: 0.4534285068511963
2023-08-08 18:54:27,910 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 09:00:00 Index 57 - Actual: 0.9047619047619047, Predicted: 0.35901349782943726
2023-08-08 18:54:28,066 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 10:00:00 Index 58 - Actual: 0.8571428571428572, Predicted: 0.48217469453811646
2023-08-08 18:54:28,228 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 11:00:00 Index 59 - Actual: 0.8235294117647058, Predicted: 0.3394598960876465
2023-08-08 18:54:28,427 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 12:00:00 Index 60 - Actual: 0.0, Predicted: 0.37316516041755676
2023-08-08 18:54:28,627 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 13:00:00 Index 61 - Actual: 0.0, Predicted: 0.41460996866226196
2023-08-08 18:54:28,804 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 14:00:00 Index 62 - Actual: 0.0, Predicted: 0.37549111247062683
2023-08-08 18:54:28,985 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 15:00:00 Index 63 - Actual: 0.0, Predicted: 0.34572604298591614
2023-08-08 18:54:29,178 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 16:00:00 Index 64 - Actual: 0.0, Predicted: 0.43997424840927124
2023-08-08 18:54:29,338 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 17:00:00 Index 65 - Actual: 0.0, Predicted: 0.46853160858154297
2023-08-08 18:54:29,511 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 18:00:00 Index 66 - Actual: 0.2500000000000071, Predicted: 0.35517916083335876
2023-08-08 18:54:29,709 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 19:00:00 Index 67 - Actual: 0.0, Predicted: 0.4248206317424774
2023-08-08 18:54:29,924 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 20:00:00 Index 68 - Actual: 0.0, Predicted: 0.44661542773246765
2023-08-08 18:54:30,106 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 21:00:00 Index 69 - Actual: 0.0, Predicted: 0.4317294955253601
2023-08-08 18:54:30,257 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 22:00:00 Index 70 - Actual: 0.46031746031746046, Predicted: 0.4260719418525696
2023-08-08 18:54:30,434 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 23:00:00 Index 71 - Actual: 0.4449760765550259, Predicted: 0.4038964509963989
2023-08-08 18:54:30,613 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 00:00:00 Index 72 - Actual: 0.46411483253588415, Predicted: 0.3086622357368469
2023-08-08 18:54:30,781 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 01:00:00 Index 73 - Actual: 0.41626794258373145, Predicted: 0.41615796089172363
2023-08-08 18:54:30,949 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 02:00:00 Index 74 - Actual: 0.373205741626796, Predicted: 0.3829667568206787
2023-08-08 18:54:31,124 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 03:00:00 Index 75 - Actual: 0.4258373205741641, Predicted: 0.4097994863986969
2023-08-08 18:54:31,308 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 04:00:00 Index 76 - Actual: 0.38755980861243877, Predicted: 0.4251661002635956
2023-08-08 18:54:31,466 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 05:00:00 Index 77 - Actual: 0.3923444976076542, Predicted: 0.40115004777908325
2023-08-08 18:54:31,609 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 06:00:00 Index 78 - Actual: 0.39712918660287144, Predicted: 0.4002760350704193
2023-08-08 18:54:31,756 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 07:00:00 Index 79 - Actual: 0.4258373205741641, Predicted: 0.4782649278640747
2023-08-08 18:54:31,910 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 08:00:00 Index 80 - Actual: 0.6025641025641164, Predicted: 0.401770681142807
2023-08-08 18:54:32,059 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 09:00:00 Index 81 - Actual: 0.6282051282051384, Predicted: 0.34352800250053406
2023-08-08 18:54:32,212 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 10:00:00 Index 82 - Actual: 0.6282051282050958, Predicted: 0.43264132738113403
2023-08-08 18:54:32,364 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 11:00:00 Index 83 - Actual: 0.5499999999999972, Predicted: 0.41701167821884155
2023-08-08 18:54:32,514 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 12:00:00 Index 84 - Actual: 0.5301204819277103, Predicted: 0.5156159400939941
2023-08-08 18:54:32,662 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 13:00:00 Index 85 - Actual: 0.5180722891566347, Predicted: 0.4501676559448242
2023-08-08 18:54:32,809 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 14:00:00 Index 86 - Actual: 0.5180722891566205, Predicted: 0.3960687220096588
2023-08-08 18:54:32,962 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 15:00:00 Index 87 - Actual: 0.5301204819277103, Predicted: 0.40375596284866333
2023-08-08 18:54:33,114 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 16:00:00 Index 88 - Actual: 0.5783132530120412, Predicted: 0.394741028547287
2023-08-08 18:54:33,261 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 17:00:00 Index 89 - Actual: 0.6265060240964004, Predicted: 0.37008485198020935
2023-08-08 18:54:33,409 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 18:00:00 Index 90 - Actual: 0.6666666666666667, Predicted: 0.4266553819179535
2023-08-08 18:54:33,558 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 19:00:00 Index 91 - Actual: 0.6190476190476191, Predicted: 0.33214935660362244
2023-08-08 18:54:33,712 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 20:00:00 Index 92 - Actual: 0.746031746031746, Predicted: 0.45121654868125916
2023-08-08 18:54:33,860 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 21:00:00 Index 93 - Actual: 0.8095238095238093, Predicted: 0.36609163880348206
2023-08-08 18:54:34,006 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 22:00:00 Index 94 - Actual: 0.6825396825396828, Predicted: 0.45508548617362976
2023-08-08 18:54:34,152 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 23:00:00 Index 95 - Actual: 0.9206349206349207, Predicted: 0.48360103368759155
2023-08-08 18:54:34,300 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 00:00:00 Index 96 - Actual: 0.9047619047619051, Predicted: 0.45798444747924805
2023-08-08 18:54:34,448 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 01:00:00 Index 97 - Actual: 0.8571428571428568, Predicted: 0.35996249318122864
2023-08-08 18:54:34,594 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 02:00:00 Index 98 - Actual: 0.8095238095238098, Predicted: 0.4860139489173889
2023-08-08 18:54:34,746 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 03:00:00 Index 99 - Actual: 0.75, Predicted: 0.3409503102302551
2023-08-08 18:54:34,908 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 04:00:00 Index 100 - Actual: 0.0, Predicted: 0.3667988181114197
2023-08-08 18:54:35,054 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 05:00:00 Index 101 - Actual: 0.0, Predicted: 0.41126611828804016
2023-08-08 18:54:35,201 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 06:00:00 Index 102 - Actual: 0.0, Predicted: 0.37516283988952637
2023-08-08 18:54:35,345 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 07:00:00 Index 103 - Actual: 0.0, Predicted: 0.3427961766719818
2023-08-08 18:54:35,492 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 08:00:00 Index 104 - Actual: 0.0, Predicted: 0.44154250621795654
2023-08-08 18:54:35,637 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 09:00:00 Index 105 - Actual: 0.25, Predicted: 0.4724428057670593
2023-08-08 18:54:35,782 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 10:00:00 Index 106 - Actual: 0.0, Predicted: 0.3562902510166168
2023-08-08 18:54:35,938 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 11:00:00 Index 107 - Actual: 0.0, Predicted: 0.4240734279155731
2023-08-08 18:54:36,090 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 12:00:00 Index 108 - Actual: 0.0, Predicted: 0.44811922311782837
2023-08-08 18:54:36,242 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 13:00:00 Index 109 - Actual: 0.0, Predicted: 0.4337354302406311
2023-08-08 18:54:36,399 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 14:00:00 Index 110 - Actual: 0.38624338624338606, Predicted: 0.4260620176792145
2023-08-08 18:54:36,547 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 15:00:00 Index 111 - Actual: 0.4641148325358859, Predicted: 0.40380173921585083
2023-08-08 18:54:36,698 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 16:00:00 Index 112 - Actual: 0.41626794258373145, Predicted: 0.30560049414634705
2023-08-08 18:54:36,846 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 17:00:00 Index 113 - Actual: 0.3732057416267942, Predicted: 0.41616642475128174
2023-08-08 18:54:36,994 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 18:00:00 Index 114 - Actual: 0.42583732057416235, Predicted: 0.3829333186149597
2023-08-08 18:54:37,143 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 19:00:00 Index 115 - Actual: 0.38755980861244055, Predicted: 0.4080236554145813
2023-08-08 18:54:37,289 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 20:00:00 Index 116 - Actual: 0.392344497607656, Predicted: 0.42626503109931946
2023-08-08 18:54:37,447 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 21:00:00 Index 117 - Actual: 0.39712918660287144, Predicted: 0.40304580330848694
2023-08-08 18:54:37,593 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 22:00:00 Index 118 - Actual: 0.42583732057416235, Predicted: 0.4030984342098236
2023-08-08 18:54:37,738 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 23:00:00 Index 119 - Actual: 0.48803827751196316, Predicted: 0.4773781895637512
2023-08-08 18:54:37,898 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 00:00:00 Index 120 - Actual: 0.6282051282051242, Predicted: 0.40064993500709534
2023-08-08 18:54:38,042 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 01:00:00 Index 121 - Actual: 0.6282051282051384, Predicted: 0.3419882357120514
2023-08-08 18:54:38,195 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 02:00:00 Index 122 - Actual: 0.5641025641025408, Predicted: 0.4282984733581543
2023-08-08 18:54:38,346 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 03:00:00 Index 123 - Actual: 0.5499999999999972, Predicted: 0.42089369893074036
2023-08-08 18:54:38,489 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 04:00:00 Index 124 - Actual: 0.5180722891566347, Predicted: 0.5213686227798462
2023-08-08 18:54:38,633 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 05:00:00 Index 125 - Actual: 0.5180722891566347, Predicted: 0.44651538133621216
2023-08-08 18:54:38,778 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 06:00:00 Index 126 - Actual: 0.5301204819276961, Predicted: 0.39420321583747864
2023-08-08 18:54:38,921 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 07:00:00 Index 127 - Actual: 0.5783132530120412, Predicted: 0.40536150336265564
2023-08-08 18:54:39,064 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 08:00:00 Index 128 - Actual: 0.6265060240963862, Predicted: 0.38994771242141724
2023-08-08 18:54:39,209 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 09:00:00 Index 129 - Actual: 0.6265060240964004, Predicted: 0.36994773149490356
2023-08-08 18:54:39,354 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 10:00:00 Index 130 - Actual: 0.6190476190476193, Predicted: 0.4262303411960602
2023-08-08 18:54:39,498 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 11:00:00 Index 131 - Actual: 0.746031746031746, Predicted: 0.3308919668197632
2023-08-08 18:54:39,644 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 12:00:00 Index 132 - Actual: 0.8095238095238093, Predicted: 0.4539602994918823
2023-08-08 18:54:39,800 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 13:00:00 Index 133 - Actual: 0.6825396825396823, Predicted: 0.3639681339263916
2023-08-08 18:54:39,963 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 14:00:00 Index 134 - Actual: 0.9206349206349207, Predicted: 0.45550596714019775
2023-08-08 18:54:40,109 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 15:00:00 Index 135 - Actual: 0.9047619047619049, Predicted: 0.48635318875312805
2023-08-08 18:54:40,262 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 16:00:00 Index 136 - Actual: 0.8571428571428572, Predicted: 0.456088125705719
2023-08-08 18:54:40,414 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 17:00:00 Index 137 - Actual: 0.8095238095238093, Predicted: 0.3605515658855438
2023-08-08 18:54:40,569 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 18:00:00 Index 138 - Actual: 0.7301587301587302, Predicted: 0.48671025037765503
2023-08-08 18:54:40,722 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 19:00:00 Index 139 - Actual: 0.5441176470588234, Predicted: 0.34292280673980713
