2023-08-08 23:37:20,456 - BARKLY-OOS (CAERLEON) - INFO - ********** AST-GCN model training started at BARKLY-OOS (CAERLEON)
2023-08-08 23:37:20,456 - BARKLY-OOS (CAERLEON) - INFO - Starting data preprocessing for station BARKLY-OOS (CAERLEON)
2023-08-08 23:37:20,682 - BARKLY-OOS (CAERLEON) - DEBUG - Starting to train the model
2023-08-08 23:37:41,800 - BARKLY-OOS (CAERLEON) - INFO - Model Summary:
Model: "model_3"
_________________________________________________________________
 Layer (type)                Output Shape              Param #   
=================================================================
 input_4 (InputLayer)        [(None, 10, 1, 40)]       0         
                                                                 
 gcn_cell_3 (GcnCell)        (None, 10, 63)            21485     
                                                                 
 reshape_3 (Reshape)         (None, 63, 10)            0         
                                                                 
 lstm_3 (LSTM)               (None, 64)                19200     
                                                                 
 dense_7 (Dense)             (None, 40)                2600      
                                                                 
=================================================================
Total params: 43,285
Trainable params: 43,285
Non-trainable params: 0
_________________________________________________________________

2023-08-08 23:37:41,800 - BARKLY-OOS (CAERLEON) - INFO - Epoch 1 loss: 0.2774253785610199
2023-08-08 23:37:41,800 - BARKLY-OOS (CAERLEON) - INFO - Epoch 1 val_loss: 0.2518817186355591
2023-08-08 23:37:41,946 - BARKLY-OOS (CAERLEON) - INFO - Saving the results of predictions to Results/ASTGCN/12 Hour Forecast/BARKLY-OOS (CAERLEON)/Predictions/result.csv
2023-08-08 23:37:43,261 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 07:00:00 Index 7 - Actual: 0.4819277108433653, Predicted: 0.347663938999176
2023-08-08 23:37:43,423 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 08:00:00 Index 8 - Actual: 0.3975903614457792, Predicted: 0.41573312878608704
2023-08-08 23:37:43,583 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 09:00:00 Index 9 - Actual: 0.2891566265060419, Predicted: 0.32088154554367065
2023-08-08 23:37:43,726 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 10:00:00 Index 10 - Actual: 0.8571428571428572, Predicted: 0.4027685225009918
2023-08-08 23:37:43,874 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 11:00:00 Index 11 - Actual: 0.8095238095238095, Predicted: 0.43950873613357544
2023-08-08 23:37:44,036 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 12:00:00 Index 12 - Actual: 0.7301587301587302, Predicted: 0.47313955426216125
2023-08-08 23:37:44,198 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 13:00:00 Index 13 - Actual: 0.5079365079365079, Predicted: 0.4504455626010895
2023-08-08 23:37:44,354 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 14:00:00 Index 14 - Actual: 0.3650793650793651, Predicted: 0.39151638746261597
2023-08-08 23:37:44,510 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 15:00:00 Index 15 - Actual: 0.3174603174603172, Predicted: 0.3545736074447632
2023-08-08 23:37:44,661 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 16:00:00 Index 16 - Actual: 0.25396825396825395, Predicted: 0.3522997796535492
2023-08-08 23:37:44,813 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 17:00:00 Index 17 - Actual: 0.20634920634920606, Predicted: 0.446405827999115
2023-08-08 23:37:44,992 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 18:00:00 Index 18 - Actual: 0.28571428571428603, Predicted: 0.3472338020801544
2023-08-08 23:37:45,140 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 19:00:00 Index 19 - Actual: 0.3235294117647056, Predicted: 0.44953402876853943
2023-08-08 23:37:45,276 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 20:00:00 Index 20 - Actual: 0.0, Predicted: 0.31761404871940613
2023-08-08 23:37:45,422 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 21:00:00 Index 21 - Actual: 0.0, Predicted: 0.3435879349708557
2023-08-08 23:37:45,579 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 22:00:00 Index 22 - Actual: 0.0, Predicted: 0.425762414932251
2023-08-08 23:37:45,731 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-01 23:00:00 Index 23 - Actual: 0.0, Predicted: 0.4086785614490509
2023-08-08 23:37:45,875 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 00:00:00 Index 24 - Actual: 0.0625, Predicted: 0.4063291549682617
2023-08-08 23:37:46,027 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 01:00:00 Index 25 - Actual: 0.0, Predicted: 0.4213627874851227
2023-08-08 23:37:46,177 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 02:00:00 Index 26 - Actual: 0.0, Predicted: 0.34760624170303345
2023-08-08 23:37:46,338 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 03:00:00 Index 27 - Actual: 0.0, Predicted: 0.42881661653518677
2023-08-08 23:37:46,484 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 04:00:00 Index 28 - Actual: 0.0, Predicted: 0.46341490745544434
2023-08-08 23:37:46,651 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 05:00:00 Index 29 - Actual: 0.0, Predicted: 0.3834245502948761
2023-08-08 23:37:46,804 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 06:00:00 Index 30 - Actual: 0.3333333333333339, Predicted: 0.4803921580314636
2023-08-08 23:37:46,959 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 07:00:00 Index 31 - Actual: 0.4258373205741641, Predicted: 0.45734986662864685
2023-08-08 23:37:47,135 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 08:00:00 Index 32 - Actual: 0.4880382775119614, Predicted: 0.39220306277275085
2023-08-08 23:37:47,344 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 09:00:00 Index 33 - Actual: 0.6363636363636367, Predicted: 0.48427295684814453
2023-08-08 23:37:47,537 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 10:00:00 Index 34 - Actual: 0.7559808612440202, Predicted: 0.4232916831970215
2023-08-08 23:37:47,715 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 11:00:00 Index 35 - Actual: 0.7320574162679439, Predicted: 0.4764716327190399
2023-08-08 23:37:47,903 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 12:00:00 Index 36 - Actual: 0.7799043062200965, Predicted: 0.43023601174354553
2023-08-08 23:37:48,058 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 13:00:00 Index 37 - Actual: 0.8421052631578938, Predicted: 0.45824575424194336
2023-08-08 23:37:48,209 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 14:00:00 Index 38 - Actual: 0.7894736842105265, Predicted: 0.4204782247543335
2023-08-08 23:37:48,368 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 15:00:00 Index 39 - Actual: 0.7846889952153111, Predicted: 0.4180683493614197
2023-08-08 23:37:48,540 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 16:00:00 Index 40 - Actual: 0.6153846153846132, Predicted: 0.4185255765914917
2023-08-08 23:37:48,692 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 17:00:00 Index 41 - Actual: 0.6666666666666714, Predicted: 0.3686647415161133
2023-08-08 23:37:48,842 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 18:00:00 Index 42 - Actual: 0.6666666666666714, Predicted: 0.4176124632358551
2023-08-08 23:37:49,011 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 19:00:00 Index 43 - Actual: 0.625, Predicted: 0.4076187014579773
2023-08-08 23:37:49,208 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 20:00:00 Index 44 - Actual: 0.6024096385542208, Predicted: 0.3920072317123413
2023-08-08 23:37:49,375 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 21:00:00 Index 45 - Actual: 0.5301204819277245, Predicted: 0.4625351130962372
2023-08-08 23:37:49,535 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 22:00:00 Index 46 - Actual: 0.4819277108433795, Predicted: 0.38577955961227417
2023-08-08 23:37:49,687 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-02 23:00:00 Index 47 - Actual: 0.3975903614457792, Predicted: 0.34462958574295044
2023-08-08 23:37:49,834 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 00:00:00 Index 48 - Actual: 0.2891566265060277, Predicted: 0.41744735836982727
2023-08-08 23:37:49,977 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 01:00:00 Index 49 - Actual: 0.26506024096386227, Predicted: 0.3144342005252838
2023-08-08 23:37:50,130 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 02:00:00 Index 50 - Actual: 0.8095238095238098, Predicted: 0.40987735986709595
2023-08-08 23:37:50,321 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 03:00:00 Index 51 - Actual: 0.7301587301587302, Predicted: 0.4400991201400757
2023-08-08 23:37:50,497 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 04:00:00 Index 52 - Actual: 0.5079365079365084, Predicted: 0.477620005607605
2023-08-08 23:37:50,663 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 05:00:00 Index 53 - Actual: 0.3650793650793651, Predicted: 0.45357444882392883
2023-08-08 23:37:50,844 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 06:00:00 Index 54 - Actual: 0.31746031746031766, Predicted: 0.39034274220466614
2023-08-08 23:37:51,007 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 07:00:00 Index 55 - Actual: 0.25396825396825395, Predicted: 0.354169636964798
2023-08-08 23:37:51,177 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 08:00:00 Index 56 - Actual: 0.20634920634920606, Predicted: 0.35052114725112915
2023-08-08 23:37:51,345 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 09:00:00 Index 57 - Actual: 0.2857142857142856, Predicted: 0.44727784395217896
2023-08-08 23:37:51,498 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 10:00:00 Index 58 - Actual: 0.2698412698412702, Predicted: 0.3448890447616577
2023-08-08 23:37:51,656 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 11:00:00 Index 59 - Actual: 0.3970588235294117, Predicted: 0.45085158944129944
2023-08-08 23:37:51,823 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 12:00:00 Index 60 - Actual: 0.0, Predicted: 0.3078880310058594
2023-08-08 23:37:52,006 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 13:00:00 Index 61 - Actual: 0.0, Predicted: 0.3381243050098419
2023-08-08 23:37:52,160 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 14:00:00 Index 62 - Actual: 0.0, Predicted: 0.42909836769104004
2023-08-08 23:37:52,313 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 15:00:00 Index 63 - Actual: 0.062499999999992895, Predicted: 0.4108906686306
2023-08-08 23:37:52,479 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 16:00:00 Index 64 - Actual: 0.0, Predicted: 0.4059925377368927
2023-08-08 23:37:52,646 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 17:00:00 Index 65 - Actual: 0.0, Predicted: 0.42688480019569397
2023-08-08 23:37:52,825 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 18:00:00 Index 66 - Actual: 0.0, Predicted: 0.33959558606147766
2023-08-08 23:37:52,972 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 19:00:00 Index 67 - Actual: 0.0, Predicted: 0.4287359118461609
2023-08-08 23:37:53,131 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 20:00:00 Index 68 - Actual: 0.0, Predicted: 0.47399967908859253
2023-08-08 23:37:53,275 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 21:00:00 Index 69 - Actual: 0.0, Predicted: 0.3830130696296692
2023-08-08 23:37:53,424 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 22:00:00 Index 70 - Actual: 0.36507936507936556, Predicted: 0.4844178259372711
2023-08-08 23:37:53,572 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-03 23:00:00 Index 71 - Actual: 0.48803827751196316, Predicted: 0.45893996953964233
2023-08-08 23:37:53,715 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 00:00:00 Index 72 - Actual: 0.6363636363636367, Predicted: 0.391392320394516
2023-08-08 23:37:53,858 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 01:00:00 Index 73 - Actual: 0.7559808612440193, Predicted: 0.4852813482284546
2023-08-08 23:37:54,001 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 02:00:00 Index 74 - Actual: 0.7320574162679421, Predicted: 0.4173745810985565
2023-08-08 23:37:54,145 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 03:00:00 Index 75 - Actual: 0.7799043062200965, Predicted: 0.4783702790737152
2023-08-08 23:37:54,292 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 04:00:00 Index 76 - Actual: 0.8421052631578956, Predicted: 0.4329451620578766
2023-08-08 23:37:54,435 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 05:00:00 Index 77 - Actual: 0.7894736842105257, Predicted: 0.4633622169494629
2023-08-08 23:37:54,580 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 06:00:00 Index 78 - Actual: 0.784688995215312, Predicted: 0.42253562808036804
2023-08-08 23:37:54,730 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 07:00:00 Index 79 - Actual: 0.7177033492822975, Predicted: 0.42603617906570435
2023-08-08 23:37:54,872 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 08:00:00 Index 80 - Actual: 0.6666666666666714, Predicted: 0.4229603409767151
2023-08-08 23:37:55,021 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 09:00:00 Index 81 - Actual: 0.6666666666666714, Predicted: 0.36736926436424255
2023-08-08 23:37:55,166 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 10:00:00 Index 82 - Actual: 0.6410256410256352, Predicted: 0.4219261705875397
2023-08-08 23:37:55,308 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 11:00:00 Index 83 - Actual: 0.625, Predicted: 0.41049516201019287
2023-08-08 23:37:55,453 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 12:00:00 Index 84 - Actual: 0.5301204819277103, Predicted: 0.3907584846019745
2023-08-08 23:37:55,598 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 13:00:00 Index 85 - Actual: 0.4819277108433795, Predicted: 0.46693313121795654
2023-08-08 23:37:55,746 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 14:00:00 Index 86 - Actual: 0.3975903614457792, Predicted: 0.38770753145217896
2023-08-08 23:37:55,907 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 15:00:00 Index 87 - Actual: 0.2891566265060135, Predicted: 0.339800089597702
2023-08-08 23:37:56,052 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 16:00:00 Index 88 - Actual: 0.26506024096386227, Predicted: 0.41995716094970703
2023-08-08 23:37:56,199 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 17:00:00 Index 89 - Actual: 0.3855421686747178, Predicted: 0.3100168704986572
2023-08-08 23:37:56,341 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 18:00:00 Index 90 - Actual: 0.7301587301587302, Predicted: 0.4144885540008545
2023-08-08 23:37:56,482 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 19:00:00 Index 91 - Actual: 0.5079365079365079, Predicted: 0.4400745630264282
2023-08-08 23:37:56,626 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 20:00:00 Index 92 - Actual: 0.3650793650793651, Predicted: 0.4812743365764618
2023-08-08 23:37:56,771 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 21:00:00 Index 93 - Actual: 0.3174603174603172, Predicted: 0.45452719926834106
2023-08-08 23:37:56,913 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 22:00:00 Index 94 - Actual: 0.25396825396825395, Predicted: 0.39054518938064575
2023-08-08 23:37:57,055 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-04 23:00:00 Index 95 - Actual: 0.20634920634920606, Predicted: 0.35464420914649963
2023-08-08 23:37:57,198 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 00:00:00 Index 96 - Actual: 0.28571428571428514, Predicted: 0.34808555245399475
2023-08-08 23:37:57,351 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 01:00:00 Index 97 - Actual: 0.26984126984126977, Predicted: 0.44950276613235474
2023-08-08 23:37:57,503 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 02:00:00 Index 98 - Actual: 0.3492063492063493, Predicted: 0.34779393672943115
2023-08-08 23:37:57,648 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 03:00:00 Index 99 - Actual: 0.8676470588235294, Predicted: 0.45187386870384216
2023-08-08 23:37:57,793 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 04:00:00 Index 100 - Actual: 0.0, Predicted: 0.3035564124584198
2023-08-08 23:37:57,939 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 05:00:00 Index 101 - Actual: 0.0, Predicted: 0.33467164635658264
2023-08-08 23:37:58,088 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 06:00:00 Index 102 - Actual: 0.062499999999992895, Predicted: 0.4276890456676483
2023-08-08 23:37:58,233 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 07:00:00 Index 103 - Actual: 0.0, Predicted: 0.4140637218952179
2023-08-08 23:37:58,376 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 08:00:00 Index 104 - Actual: 0.0, Predicted: 0.40179669857025146
2023-08-08 23:37:58,525 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 09:00:00 Index 105 - Actual: 0.0, Predicted: 0.42735356092453003
2023-08-08 23:37:58,693 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 10:00:00 Index 106 - Actual: 0.0, Predicted: 0.3341697156429291
2023-08-08 23:37:58,840 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 11:00:00 Index 107 - Actual: 0.0, Predicted: 0.42759010195732117
2023-08-08 23:37:58,984 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 12:00:00 Index 108 - Actual: 0.0, Predicted: 0.4812067747116089
2023-08-08 23:37:59,126 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 13:00:00 Index 109 - Actual: 0.0, Predicted: 0.3820371925830841
2023-08-08 23:37:59,272 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 14:00:00 Index 110 - Actual: 0.4338624338624335, Predicted: 0.4870851933956146
2023-08-08 23:37:59,417 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 15:00:00 Index 111 - Actual: 0.6363636363636367, Predicted: 0.46036168932914734
2023-08-08 23:37:59,565 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 16:00:00 Index 112 - Actual: 0.7559808612440193, Predicted: 0.392431378364563
2023-08-08 23:37:59,706 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 17:00:00 Index 113 - Actual: 0.7320574162679439, Predicted: 0.4897577464580536
2023-08-08 23:37:59,852 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 18:00:00 Index 114 - Actual: 0.7799043062200957, Predicted: 0.415091872215271
2023-08-08 23:37:59,994 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 19:00:00 Index 115 - Actual: 0.8421052631578947, Predicted: 0.47946101427078247
2023-08-08 23:38:00,137 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 20:00:00 Index 116 - Actual: 0.7894736842105257, Predicted: 0.43277508020401
2023-08-08 23:38:00,281 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 21:00:00 Index 117 - Actual: 0.7846889952153102, Predicted: 0.46626347303390503
2023-08-08 23:38:00,424 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 22:00:00 Index 118 - Actual: 0.7177033492822966, Predicted: 0.4235840439796448
2023-08-08 23:38:00,566 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-05 23:00:00 Index 119 - Actual: 0.4449760765550259, Predicted: 0.43003731966018677
2023-08-08 23:38:00,709 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 00:00:00 Index 120 - Actual: 0.6666666666666714, Predicted: 0.4238813519477844
2023-08-08 23:38:00,852 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 01:00:00 Index 121 - Actual: 0.6410256410256494, Predicted: 0.36474695801734924
2023-08-08 23:38:00,996 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 02:00:00 Index 122 - Actual: 0.6410256410256352, Predicted: 0.42250996828079224
2023-08-08 23:38:01,158 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 03:00:00 Index 123 - Actual: 0.5499999999999972, Predicted: 0.41227132081985474
2023-08-08 23:38:01,304 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 04:00:00 Index 124 - Actual: 0.4819277108433795, Predicted: 0.38900890946388245
2023-08-08 23:38:01,448 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 05:00:00 Index 125 - Actual: 0.3975903614457792, Predicted: 0.46957358717918396
2023-08-08 23:38:01,594 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 06:00:00 Index 126 - Actual: 0.2891566265060135, Predicted: 0.387428879737854
2023-08-08 23:38:01,741 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 07:00:00 Index 127 - Actual: 0.26506024096386227, Predicted: 0.3376726508140564
2023-08-08 23:38:01,886 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 08:00:00 Index 128 - Actual: 0.3855421686747178, Predicted: 0.42098143696784973
2023-08-08 23:38:02,029 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 09:00:00 Index 129 - Actual: 0.36144578313253817, Predicted: 0.30704420804977417
2023-08-08 23:38:02,171 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 10:00:00 Index 130 - Actual: 0.5079365079365081, Predicted: 0.4154866635799408
2023-08-08 23:38:02,315 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 11:00:00 Index 131 - Actual: 0.3650793650793651, Predicted: 0.4392705261707306
2023-08-08 23:38:02,461 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 12:00:00 Index 132 - Actual: 0.3174603174603172, Predicted: 0.48418378829956055
2023-08-08 23:38:02,605 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 13:00:00 Index 133 - Actual: 0.2539682539682535, Predicted: 0.4578065574169159
2023-08-08 23:38:02,747 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 14:00:00 Index 134 - Actual: 0.2063492063492065, Predicted: 0.38989681005477905
2023-08-08 23:38:02,890 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 15:00:00 Index 135 - Actual: 0.2857142857142856, Predicted: 0.3548521399497986
2023-08-08 23:38:03,030 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 16:00:00 Index 136 - Actual: 0.2698412698412702, Predicted: 0.3484165668487549
2023-08-08 23:38:03,173 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 17:00:00 Index 137 - Actual: 0.34920634920634885, Predicted: 0.4508801996707916
2023-08-08 23:38:03,318 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 18:00:00 Index 138 - Actual: 0.8571428571428572, Predicted: 0.34558188915252686
2023-08-08 23:38:03,461 - BARKLY-OOS (CAERLEON) - INFO - Date 2010-01-06 19:00:00 Index 139 - Actual: 0.9558823529411764, Predicted: 0.45331400632858276
